Author,Comment
@vrajgajjar6881,"Wow this is worse than watching micheal scott giving laptop batteries to the kids 😭😭........"
@jcsleeper3202,"Pushing 40"
@robpattinsonforever3,"wow she really was homeschooled huh"
@MorphoBloo,"You took time off and this is what you thought would be the appropriate response? Perhaps more time off is necessary because what is this?"
@spookyslingshot5866,"Girl what the fuck"
@emmaleescott,"Be so for real Colleen. Make a real apology and take accountability for your actions."
@mathildehickman4696,"girl how is it lies and misinformation there is a plethora of truth 😭"
@deandrasarms5886,"Chat is this REAL???? Girl what are you doing????"
@saraii.,"Are you being fr?? Omg …."
@Vviivviis,"what accountability did you take??🤨"
@jastingz,"girl if you are not gonna say anything serious or confess then SHUT YOUR DAMN MOUTH."
@craftybychoice3250,"You need to take this video down👎🏽 really……. You are making a joke out of this whole situation 😡"
@illume5145,SHAME....
@maddierose4835,"it DOESNT matter what your intention is once your actions already hurt others"
@minygust,"that was… definitely a video!"
@emilybarnes8144,"Horrified looks from everyone in the room… 😳"
@kaylawilson3024,"seek help"
@ginadagrosa7917,"She must have asked Trisha for advice on this apology video."
@renamed_baby,"Colleen you cant be serious with this"
@1dklmf40,"She really doesn’t care abt this situation at all bc what the fuck is this💀"
@larasawan2903,"Girl this ain&#39;t the school talent show you groomed children"
@brookegray2697,"Be so fucking for real right now"
@0228nicki,"what the hell girl"
@seriahchacon3440,"This was so manipulative “she didn’t deserve to d!e” “she didn’t survive the crash” as if your saying if something happened to you it would be because of everyone calling you out on your bad mistakes? Idkk."
@alabamaskysvlogs,"DIDNT DESERVE TO DIE WHAT,,,,,,"
@Idk-cw1os,"Its giving that vegan teacher"
@jessevorster7271,"Keep your head up, you&#39;ve helped more people through their darkest times than you know &lt;3"
@shaysaki,"gabbie hanna 2.0, she’s finally lost it 💀"
@mimimooboz,"r u serious rn"
@natarine9022,"Every comment I&#39;ve seen under this video sums up exactly what she&#39;s singing about. She is a human who has made mistakes. She is also a person who is capable of learning and growing from those mistakes. If anyone commenting under this video had a mistake from their past resurface online and then had thousands of people treating you viscously and trying to isolate you, you would be absolutely crushed and humiliated. Have some compassion for your fellow human, mind your own business, and go touch some grass. If you don&#39;t like colleen anymore because of her past decisions, fine, but cut the contact and go find somewhere else to release your negative feelings. A therapists office perhaps? You aren&#39;t the hero/warrior/whatever that you think you are, and that&#39;s okay. Because you&#39;re human, and you&#39;re making a mistake by harassing this woman online for a conflict that has nothing to do with you. Love and kindness always, you&#39;re all better than this &lt;3"
@kimberleysiangreen3499,"Girl be so fucking for real 😭😭😭 apologise for what you’ve done. They’re not silly rumours, evidence has been provided. Clips you’ve posted YOURSELF. Put the ukulele down, stop singing and take accountability for yourself like the ADULT you are."
@marinewifey1015,"Am I in a fever dream….. this can’t really be your response"
@lorenaperezcruz398,"I&#39;m not going to add more insults but you should have known better than to post this. You had to have know how disrespectful this would be. Defensiveness is part of the process of accountability and I hope you can get there eventually."
@rapsquirrel6268,"delete all the comments you want"
@ellaparker325,"You look so sickly please get help"
@sophia-fq5lj,"keep in mind this is a grown ass woman"
@Naranjito988,"This is my 9/11"
@hannah2476,"This is pretty bad. Just own up to your shit. Youre an adult! Act like one!"
@laryjewels,"and of course you posted on the fucking vlog channel. again."
@marydoesthings,"I&#39;m so confused. Is this stuff from YEARS ago that&#39;s resurfacing?"
@charlietheartistwannabe4912,Girl...
@jaylinpng,"LOL girl please"
@adisonizemo,"No one cares and the song sucks. Wow aren&#39;t u such a victim"
@CitizensAreaTransit,"It’s the way you THOUGHT you ate that"
@dejaswanigan5615,Girl.
@laurenb.8043,"girl i never said i was perfect but i do leave kids alone SO .."
@Briannaashing,"You gotta be fucking kidding me, you think that THIS is an appropriate response? LOL try taking some responsibility."
@KikiLovesAshes,🙃🙃🙃🙃
@narutouchiha5464,"you cannot be fucking serious"
@Jasmine-lj1ou,"Grown ass woman behaves like this...feel sorry for her kids having such a pathetic excuse for a mother"
@kailundennie1622,"I don’t think ANYONE is having fun."
@joeybaloneylives,"Oh no"
@laurawhitehouse7946,"I fucking LOVED this 😂 so for everyone complaining that she’s not taking accountability, she did take accountability for the things that she ACTUALLY DID.. sorry that she’s not ‘owning up’ to shit that never happened.. screenshots can be photoshopped, names can be changed on group chats, things can be fabricated.. and this was all years ago.. grow up and let the woman live and learn from all this.. she has already done the work to change her behaviour so this is all so pointless and unnecessary.. 🙄"
@annie4569,"oop. girl this is... wow😭😭"
@Andruximena,"Ok but when are you going to jail?"
@laurenallday,"is accountability in the room"
@CarliisMichi,"So, asking some weird questions to kids, bullying people,  say that&#39;s children are your best friends, is just being weird? And you are so delusional to actually guilt trip people into you just being &#39;quirky&#39;??<br><br>Nah that&#39;s just too much for me, stop trying to be the victim, no one is &#39;having fun&#39; knowing what you and your family did to children, how your delulu fans harrass your victims, that&#39;s not fun. That&#39;s concerning."
@nardoskidane6513,"You were still older than these people. Grow up !!!"
@maxthunder45,"as someone who hasn&#39;t followed this really at all but someone who&#39;s been watching you and your family for years a &quot;song&quot; isn&#39;t really an apology sorry sis but this wasn&#39;t it"
@jacquelineandrade3281,"did she even say sorry? or like... she says mistake singular"
@Motherofdoggons,L
@vfam.4308,"you should be embarrassed. what is this?"
@nellmay7192,"This is very gabby Hannah. Like girl what is this?!?!?!!!!"
@rapsquirrel6268,"TONE DEAF"
@lydialovexo,HAHAHAHAHAHAHAAHHAHAAHH
@abbacchioseyeball,"Girl 💀💀"
@caelum3394,"She won the horrible apology video off"
@dazzelingdirtyb,"oh she’s done done now fr fr"
@connorpope4751,"I love you colleen always will 🫶❤️"
@liz-wy9bs,"how tf is this real rn.."
@averyglasson9703,"No way this is real"
@isabellagarcia8509,"mf thinks she’s ariana grande when she said they couldn’t say i couldn’t sing"
@Mysticara831,"How are there “gaps in the story” when there are countless amounts of screenshots of texts/group chats that exist to prove otherwise? There are multiple different directions you could’ve taken to make it seem like you were slightly genuine about the “mistakes” you made in the past, but you took this route instead. There are many cases of underaged fans who have been the victim of your idea of humor. Take accountability instead of making a song and dance about it, because there is no way you can come back from this."
@elisabethgallagher6015,"I dont believe any rumours that are going about.<br>I dont believe colleen would do this sort of thing. She is a kind loving person and im not gonna believe the rumours as its not fair on her mental health"
@benpearson162,"Colleen. You made KIDS put their hands down your trousers at your shows. You haven’t taken ANY accountability what the fuck is this?"
@ammeiam,"Is the accountability in the room with us?"
@PortalFaerie,Bye.
@shikamaruthegoat2489,"Is this sarcastic"
@ttavic5843,"u trying to get people on ur side so bad"
@mckennaa1396,omg…
@emmafield9627,"i hated this, surely it has to be a bit"
@mvrckjames,"CHAT IS THIS REAL? CHAT"
@kortneyalexis,"WE LOVE YOU COLLEEN WE ARE HERE TO SUPPORT YOU ❤❤❤"
@alexispinamusic,"This is about to be meme&#39;d into oblivion isnt it..."
@danaslzr5506,"A song? Why… <br>Did not take any accountability about the fan on stage 😳"
@matthewgold5265,"idk she kinda winning the idgaf war, some of you could never"
@gabe9916,"THIS HAS GOT TO BE A JOKE 😭😭😭"
@lindsey8469,"I stg colleen what the actual f"
@Sephiroth766,"She is seriously out of her mind and not taking allegations seriously. I don&#39;t get, just a complete lack of awareness and respect."
@tatumcummins6,"BRUH WHAT"
@sydneystrickland9781,"the fact that you chose to sing this just mocks the entire situation…like this isn’t funny. imagine if this was happening to your children"
@mix-ef2nv,"yep she lost her mind."
@doubm86,"Hahahahaha I love this! Soooo clever!!"
@alexandria8501,"This isn’t you apologizing it’s just tryna make the people that are mad at you the assholes 🤨🤨"
@Minslov,"Is this real life? Colleen this is not it. 😂"
@laurenswartz7472,"Silence was better than this"
@kaylakarn5034,"Ew lmao"
@rickyshappell6215,"Not Sienna Mae levels of bad apology, but good golly fucking God, it&#39;s close lol"
